# Output=[dateStart dateEnd start high low end upperBound lowerBound outOfBound]
084500 084501 8378.0 8379.0 8378.0 8379.0 0.0 0.0 1
084500 084502 8378.0 8380.0 8378.0 8380.0 0.0 0.0 1
084500 084503 8378.0 8381.0 8378.0 8381.0 0.0 0.0 1
084500 084504 8378.0 8383.0 8378.0 8383.0 0.0 0.0 1
084500 084506 8378.0 8386.0 8378.0 8386.0 0.0 0.0 1
084500 084506 8378.0 8386.0 8378.0 8386.0 0.0 0.0 1
084500 084507 8378.0 8389.0 8378.0 8389.0 0.0 0.0 1
084500 084508 8378.0 8389.0 8378.0 8382.0 0.0 0.0 1
084500 084508 8378.0 8389.0 8378.0 8382.0 0.0 0.0 1
084500 084508 8378.0 8389.0 8378.0 8382.0 0.0 0.0 1
084500 084508 8378.0 8389.0 8378.0 8382.0 0.0 0.0 1
084500 084511 8378.0 8389.0 8376.0 8376.0 0.0 0.0 1
084500 084511 8378.0 8389.0 8376.0 8376.0 0.0 0.0 1
084500 084511 8378.0 8389.0 8376.0 8376.0 0.0 0.0 1
084500 084511 8378.0 8389.0 8376.0 8376.0 0.0 0.0 1
084500 084512 8378.0 8389.0 8376.0 8386.0 0.0 0.0 1
084500 084512 8378.0 8389.0 8376.0 8386.0 0.0 0.0 1
084500 084512 8378.0 8389.0 8376.0 8386.0 0.0 0.0 1
084500 084512 8378.0 8389.0 8376.0 8386.0 0.0 0.0 1
084500 084512 8378.0 8389.0 8376.0 8386.0 0.0 0.0 1
084500 084513 8378.0 8389.0 8376.0 8386.0 0.0 0.0 1
084500 084513 8378.0 8389.0 8376.0 8386.0 0.0 0.0 1
084500 084513 8378.0 8389.0 8376.0 8386.0 8390.804902081703 8375.104188827388 0
084500 084513 8378.0 8389.0 8376.0 8386.0 8391.06498617356 8375.389559280984 0
084500 084513 8378.0 8389.0 8376.0 8386.0 8391.310690072898 8375.598400836194 0
084500 084513 8378.0 8389.0 8376.0 8386.0 8391.51461554477 8375.66720263705 0
084500 084514 8378.0 8389.0 8376.0 8380.0 8391.30422335978 8375.332140276583 0
084500 084514 8378.0 8389.0 8376.0 8380.0 8391.056294309112 8375.034614781796 0
084500 084514 8378.0 8389.0 8376.0 8380.0 8390.300814148493 8374.971913124235 0
084500 084514 8378.0 8389.0 8376.0 8380.0 8390.285016965016 8374.805892125893 0
084500 084515 8378.0 8389.0 8376.0 8380.0 8390.264266034515 8374.644824874576 0
084500 084515 8378.0 8389.0 8376.0 8380.0 8390.23869375553 8374.488578971743 0
084500 084515 8378.0 8389.0 8376.0 8380.0 8390.208419215562 8374.337035329894 0
084500 084515 8378.0 8389.0 8376.0 8380.0 8389.979709849664 8374.929381059428 0
084500 084516 8378.0 8389.0 8376.0 8381.0 8389.69832763871 8375.665308724925 0
084500 084516 8378.0 8389.0 8376.0 8381.0 8389.34504364379 8376.47313817439 0
084500 084518 8378.0 8389.0 8376.0 8386.0 8389.164747684925 8377.562525042347 0
084500 084519 8378.0 8389.0 8376.0 8379.0 8388.999132483648 8377.09177660726 0
084500 084519 8378.0 8389.0 8376.0 8379.0 8388.762979153707 8376.691566300837 0
084500 084520 8378.0 8389.0 8376.0 8385.0 8388.632719217838 8376.730917145798 0
084500 084526 8378.0 8389.0 8376.0 8387.0 8388.793028115495 8376.66151733905 0
084500 084526 8378.0 8389.0 8376.0 8387.0 8388.94986453795 8376.595590007506 0
084500 084528 8378.0 8389.0 8376.0 8388.0 8389.282230221128 8376.445042506144 0
084500 084533 8378.0 8389.0 8376.0 8383.0 8388.999341203877 8376.455204250668 0
084500 084533 8378.0 8389.0 8376.0 8383.0 8388.700784581653 8376.481033600166 0
084500 084534 8378.0 8389.0 8376.0 8381.0 8388.319396128785 8376.407876598487 0
084500 084534 8378.0 8389.0 8376.0 8381.0 8387.898164319087 8376.37456295364 0
084500 084534 8378.0 8389.0 8376.0 8381.0 8387.432893647621 8376.385288170559 0
084500 084534 8378.0 8389.0 8376.0 8381.0 8387.431016538847 8376.478074370245 0
084500 084535 8378.0 8389.0 8376.0 8379.0 8387.465711559977 8376.352470258204 0
084500 084535 8378.0 8389.0 8376.0 8379.0 8387.497800157216 8376.229472570056 0
084500 084535 8378.0 8389.0 8376.0 8379.0 8387.527388533857 8376.108975102507 0
084500 084535 8378.0 8389.0 8376.0 8379.0 8387.55457404224 8375.990880503216 0
084500 084535 8378.0 8389.0 8376.0 8379.0 8387.579446159792 8375.875099294752 0
084500 084535 8378.0 8389.0 8376.0 8379.0 8387.60208732915 8375.761549034485 0
084500 084535 8378.0 8389.0 8376.0 8379.0 8387.622573684785 8375.650153587943 0
084500 084535 8378.0 8389.0 8376.0 8379.0 8387.627537703154 8375.463371387754 0
084500 084535 8378.0 8389.0 8376.0 8379.0 8387.625659181265 8375.283431727827 0
084500 084535 8378.0 8389.0 8376.0 8379.0 8387.053840203755 8375.218887068973 0
084500 084535 8378.0 8389.0 8376.0 8379.0 8387.053840203755 8375.218887068973 0
084500 084535 8378.0 8389.0 8376.0 8379.0 8387.053840203755 8375.218887068973 0
